"date","fav","id","rt","text","url"
"1/7/2013 1:28:35","","351482427404853248","","Pues para ser un trofeo menor que no os interesaba, disimulabais de puta madre con todo lo de 'somos leyenda'y 'a qué quieres que te gane'.","twitter.com/Rocigaot/status/351482427404853248"
"1/7/2013 1:19:11","1","351480060433281024","","No estoy viendo el partido, ¿qué ha pasado con el penalty de Ramos? ¿Lo ha fallado sin más o ha vuelto a hacer algo digno de un meme?","twitter.com/Rocigaot/status/351480060433281024"
"30/6/2013 20:44:06","1","351410835157032962","1","O bo da portada de La Razón de hoxe é que se Wert corta coa súa nova moza xa ten foto sepsi de perfil para o Badoo.","twitter.com/Rocigaot/status/351410835157032962"
"30/6/2013 20:06:26","2","351401355845435393","","Pasei tanta calor voltando de Ourense que vou facer un crowdfunding pra que me axudedes a financiar un coche con aire acondicionado.","twitter.com/Rocigaot/status/351401355845435393"
"28/6/2013 0:24:55","","350379242397237248","","@Tawil @galizanova eu foi o primeiro que pensei ao ver a foto. Dóeme de imaxinalo!","twitter.com/Rocigaot/status/350379242397237248"
"28/6/2013 0:02:58","","350373716888264705","","@Manel_Loureiro @soydelbierzo @PalomaCervilla no me digas más: también se lo dijo una amiga...","twitter.com/Rocigaot/status/350373716888264705"
"27/6/2013 21:46:28","","350339367736320002","3","Lo de Bárcenas coincide con el último programa de la temporada de @El_Intermedio . A que Bárcenas no es real y es 1 viral de los guionistas?","twitter.com/Rocigaot/status/350339367736320002"
"27/6/2013 21:37:17","","350337056779673600","","Habrá que hablar a Toni Cantó de la cuenta de @luis_el_cabron a ver si se cree que Bárcenas tuitea desde la cárcel, como con Otegi...","twitter.com/Rocigaot/status/350337056779673600"
"27/6/2013 15:51:54","","350250134589816832","","@NJMagazine igual es una manifa y disimulan así para que los antidisturbios no la emprendan a porrazos. Si no, no se explica.","twitter.com/Rocigaot/status/350250134589816832"
"27/6/2013 14:37:14","","350231347186499585","1","@LordoLordor ¿por qué tiene ese empeño en ir de fucker cuando ninguna mujer le tocaría ni con un palo a menos que sea como labor remunerada?","twitter.com/Rocigaot/status/350231347186499585"
"27/6/2013 12:36:22","","350200929145991170","","@medicblasto @ComandanteVimes la unión entre figuritas de tarta es matrimonio si son de distinto sexo y una obligue a otra, según yahoo...","twitter.com/Rocigaot/status/350200929145991170"
"27/6/2013 12:23:45","","350197753906855936","","Nuestro amigo de 'gaymonio is not matrimonio' sigue con su monotema aportando datos científicos incuestionables...https://twitter.com/LosadaPescador/status/349906472588701696 …Imágenes de matrimonio según Yahoo pic.twitter.com/bh3u4JoV2p","twitter.com/Rocigaot/status/350197753906855936"
