"date","fav","id","rt","text","url"
"30/1/2015 19:17:44","9","561226774861082625","16","Que alguien le diga a Telecinco que si están viendo olas en Oviedo eso ya no es un temporal, es un tsunami por lo menos.","twitter.com/Rocigaot/status/561226774861082625"
"1/2/2015 0:37:52","1","561669723348537346","","@Srta_Angus @LumpenPerro esto fue hace años, cuando aún presuponíamos (a veces demasiado alegremente) que cobraríamos todos los meses. :P","twitter.com/Rocigaot/status/561669723348537346"
"1/2/2015 0:36:09","","561669291532386304","","@LumpenPerro @Srta_Angus qué va, sólo que cobraría más. Igual eran 905 en vez de 900,no me cogieron y me quedé sin saberlo. :P","twitter.com/Rocigaot/status/561669291532386304"
"1/2/2015 0:34:21","1","561668841902981120","","@LumpenPerro @Srta_Angus que por menos de mi sueldo actual (creo que eran unos 900) no cambiaba. Me dijeron que cobraría más,pero no cuánto","twitter.com/Rocigaot/status/561668841902981120"
"1/2/2015 0:33:11","","561668545000783872","","@LumpenPerro @Srta_Angus yo lo más parecido fue una vez que me preguntaron cuánto esperaba cobrar:yo tenía trabajo entonces,y les dije (1)","twitter.com/Rocigaot/status/561668545000783872"
"1/2/2015 0:30:07","7","561667773546631169","2","Un día tengo que ponerme con mi proyecto de un tumblr llamado 'Infojobs is dark and full of terrors'.","twitter.com/Rocigaot/status/561667773546631169"
"1/2/2015 0:27:14","2","561667048867381248","","@Srta_Angus tuve un jefe que decía que descartaba a los que preguntaban por el sueldo en las entrevistas 'porque sólo están por el dinero'","twitter.com/Rocigaot/status/561667048867381248"
"1/2/2015 0:23:03","1","561665998231973889","","@Srta_Angus que casi todas las ofertas que veo lo ponen. :P","twitter.com/Rocigaot/status/561665998231973889"
"1/2/2015 0:15:31","12","561664098883366914","4","Me inquieta cuando en una oferta de empleo piden gente 'optimista' porque mi mente lo traduce en 'sé positivo y cree que cobrarás algún día'","twitter.com/Rocigaot/status/561664098883366914"
"31/1/2015 21:45:31","3","561626352034783232","","@Pozuelen a mí cuando me lo dice un profesor se me queda cara de '¿me vas a venir a mí con esas? SI LO INVENTÉ YO'","twitter.com/Rocigaot/status/561626352034783232"
