date,fav,id,rt,text,url
1/1/2012 0:43:39,,153260055272230913,,"2011 terminó con una revuelta laboral: la de mi coche, que ha decidido que trabajar en nochevieja es explotación y me ha dejado tirada...",twitter.com/Rocigaot/status/153260055272230913
31/12/2011 1:52:27,,152914981489348609,,@NoelaReyMendez Gracias! a ver si entre los dos saco algo en claro!,twitter.com/Rocigaot/status/152914981489348609
31/12/2011 1:43:01,,152912609358790656,,"@Ika80Bcn yo me quedo con el tramo 18-25 años. La adolescencia no la revivo ni loca, y desde los 26 ha sido bastante más aburrido todo...",twitter.com/Rocigaot/status/152912609358790656
31/12/2011 1:38:51,,152911558593355776,,"A todo esto, ¿alguna buena persona que me diga si los kilómetros y tiempos de viaje que te da el google maps son más o menos fiables?",twitter.com/Rocigaot/status/152911558593355776
31/12/2011 1:34:19,,152910420015980544,,"@Ika80Bcn oído cocina! había pensado empezar a ir hacia atrás y volver a 2010, pero hasta encontrar un año pasable tengo mucho que rebobinar",twitter.com/Rocigaot/status/152910420015980544
31/12/2011 1:31:40,,152909752538632193,,"Hala, pues decidido: de momento me quedo en 2011. El 23 de enero, que empieza el año nuevo chino, ya reengancho si veo que 2012 pinta mejor",twitter.com/Rocigaot/status/152909752538632193
31/12/2011 1:12:10,,152904846889062400,,"Pues viendo como pinta para mí de entrada 2012, casi estoy por plantarme en 2011, por lo menos hasta el año nuevo chino...",twitter.com/Rocigaot/status/152904846889062400
30/12/2011 22:54:58,,152870317851807744,,"'¿De verdad no piensas tomarte las uvas de nochevieja?¡Que son las de la suerte!'No, mira, sigo esperando que me hagan efecto las de 2010'",twitter.com/Rocigaot/status/152870317851807744
29/12/2011 21:42:06,,152489590467477504,1,Nuestros padres contaban sus batallitas de la mili. Nosotros contaremos las batallitas de nuestros Expedientes de Regulación de Empleo...,twitter.com/Rocigaot/status/152489590467477504
29/12/2011 21:21:44,,152484465850068992,1,#noalosdespidosentelelugo. Cánta produción propia en galego manterán coa metade da plantilla?A subvención ao Grupo é por fomento do galego,twitter.com/Rocigaot/status/152484465850068992
29/12/2011 19:53:30,,152462260294524928,4,"Máis despidos nos medios galegos,agora media plantilla de #telelugo. Quedará algunha alternativa laboral a ser tertuliano do sálvame?",twitter.com/Rocigaot/status/152462260294524928
28/12/2011 15:10:53,,152028751683784704,,"@lara_grana aggg, no lo había visto, pero lo propongo como nueva unidad de medida universal de la vergüenza ajena...",twitter.com/Rocigaot/status/152028751683784704
