"date","fav","id","rt","text","url"
"31/8/2017 20:06:42","420","903318143585701888","242","Qué bajón si un día legalizan el homeschooling y descubrís que no es que el cole matara la genialidad sino que vuestro hijo no es un genio.","twitter.com/Rocigaot/status/903318143585701888"
"31/8/2017 18:21:57","799","903291780292124672","447","'Hijo, te hemos metido la insulina en una caja fuerte, la contraseña está en algún fragmento de Fortunata y Jacinta'.","twitter.com/Rocigaot/status/903291780292124672"
"29/8/2017 15:16:20","73","902520292144287744","9","¿Puede ser 'clamidia con ojos' el mejor insulto del mundo? Yo digo sí.https://twitter.com/VelvetMolotov/status/902511938835501056 …Como si nos fuésemos a acercar a un pajero de seto como tú sin llevar un traje de riesgos químicos, clamidia con ojos. https://twitter.com/murdxc/status/899078079863111680 …","twitter.com/Rocigaot/status/902520292144287744"
"28/8/2017 22:17:49","56","902263973294297089","22","15. 'Llorar escondido en los baños de tu oficina y otros cinco trucos para lidiar con la tensión laboral'.","twitter.com/Rocigaot/status/902263973294297089"
"24/8/2017 1:18:47","22","900497578500005888","6","Cuando sabes que te están contando una milonga pero pasas de discutir y pa ellos la perra gorda.pic.twitter.com/jQR8kJpUVx","twitter.com/Rocigaot/status/900497578500005888"
"31/8/2017 22:52:42","3","903359915556827137","","Estoy googleando y veo reportajes sobre homeschoolers que hablan de vacío legall y de asociaciones que piden que se regule, poco más.","twitter.com/Rocigaot/status/903359915556827137"
"31/8/2017 22:24:20","10","903352779716132864","1","Me dicen por el pinganillo que ya es legal, así que supongo que esto se nos llenará de Leonardos Da Vinci en cero coma.","twitter.com/Rocigaot/status/903352779716132864"
"31/8/2017 22:23:25","","903352549218152453","","En serio? tenía entendido que aquí no lo era porque más de una vez leí a padres en foros de crianza dar la turra con eso. Aunque ya hace.","twitter.com/Rocigaot/status/903352549218152453"
"31/8/2017 21:27:53","4","903338571028992000","","Yo: ya que hoy no salgo de cañas y el dolor de regla está pasando, miro un momento Twitter y salgo a correr.
Yo 20 minutos después:pic.twitter.com/uSc79ac2js","twitter.com/Rocigaot/status/903338571028992000"
"31/8/2017 21:20:27","","903336702042890245","","Cuando veo que en los apuntes de Lite de uno de mis alumnos le citan a Quevivescontumadre Juan Valera y no a Pardo Bazán.pic.twitter.com/ERID439gGx","twitter.com/Rocigaot/status/903336702042890245"
"31/8/2017 20:27:10","2","903323293859622918","","Vamos, mis amigas madres más normales acaban clavando mi cabeza en una pica si tienen que aguantar esa turra por mi culpa. ","twitter.com/Rocigaot/status/903323293859622918"
"31/8/2017 20:26:29","2","903323122509676544","","No sé, imagínate a las mamás compartiendo el link al BabyLinkedin en los grupos cada vez que lo actualicen con cualquier chorrada nueva.","twitter.com/Rocigaot/status/903323122509676544"
"31/8/2017 20:23:59","2","903322489924853761","","es tan miserable que lo petaría, pero no quiero cargar con tamaña chunguez en mi conciencia.","twitter.com/Rocigaot/status/903322489924853761"
"31/8/2017 20:19:34","2","903321381156343808","","yo un día dije que lo petaría un LInkedin para niños para que los padres farden de sus cursillos y actividades. Lo dije en coña, pero...","twitter.com/Rocigaot/status/903321381156343808"
"31/8/2017 20:18:27","26","903321097940107264","5","Que si inglés para bebés desde 2meses, escuela de pequeños emprendedores, mindfulness para fetos (este me lo he inventao, pero al tiempo)","twitter.com/Rocigaot/status/903321097940107264"
"31/8/2017 20:17:03","26","903320745069219840","7","Aunque creo que padres flipados ha habido siempre pero ahora tenemos burbuja de actividades chorra para pequeños futuros genios (juas).","twitter.com/Rocigaot/status/903320745069219840"
"31/8/2017 20:15:50","23","903320439522504704","5","'Pues yo a mi hijo le hablo sólo en inglés para que sea hablante nativo' 'Pues el mío va a clases de ábaco en chino'.","twitter.com/Rocigaot/status/903320439522504704"
"31/8/2017 20:12:01","28","903319478578143233","11","¿Hay más tontuna que nunca con lo de criar niños proyecto que tengan que destacar sí o sí o lo veo yo más ahora por estar en la edad?","twitter.com/Rocigaot/status/903319478578143233"
"31/8/2017 15:21:59","2","903246492525371393","1","'Nena, ya te estás hinchando a kalimocho en el cumple de Martina, que hemos vendido el vídeo de tu primera resaca a Aquarius'.","twitter.com/Rocigaot/status/903246492525371393"
"31/8/2017 15:16:27","3","903245099882217476","","Con lo que te jode ya a los 12 años que tu madre se lo cuente a toda la familia.Pues que no quieres caldo, dos tazas.","twitter.com/Rocigaot/status/903245099882217476"
"31/8/2017 15:14:09","5","903244520451706880","1","Y lo bonito que debe ser que tus padres hagan vídeo comentando tu primera regla con la audiencia a ver si les cae patrocinio de Evax.","twitter.com/Rocigaot/status/903244520451706880"
"31/8/2017 15:06:48","9","903242668154785793","1","Es lo poco seguro que veo que miles de desconocidos conozcan nombre, cara y rutinas de tus hijos pequeños.No sé, llamadme paranoica.","twitter.com/Rocigaot/status/903242668154785793"
"31/8/2017 15:05:16","6","903242285458042880","1","No es solo el tufo de explotar a los niños por pasta/likes/regalos de marcas, que ya es bastante penosito.","twitter.com/Rocigaot/status/903242285458042880"
"31/8/2017 15:03:51","7","903241929030340612","3","Que si tú quieres retransmitir por streaming hasta tu momento all-bran ok, pero no obligues a un crío a crecer en un escaparate.","twitter.com/Rocigaot/status/903241929030340612"
"31/8/2017 12:40:11","18","903205771621654528","6","No hay nada que me de más mal rollo de Youtube que los canales 'familiares' donde retransmiten las vidas de menores en plan reality.","twitter.com/Rocigaot/status/903205771621654528"
"30/8/2017 16:02:00","","902894174550286336","","aaah, ok, entonces sí!","twitter.com/Rocigaot/status/902894174550286336"
"30/8/2017 14:41:34","1","902873933334097920","","Pues aunque comparto la frase creo que no era mía. ¿Puede ser de @SantaSuki , que sé que hablé del tema con ella?","twitter.com/Rocigaot/status/902873933334097920"
