"date","fav","id","rt","text","url"
"30/3/2014 22:08:06","","450363860722384896","","@PotiPotiInLove rediós! tendría que haberse puesto ese conjunto para posar en el #calendariomonguer","twitter.com/Rocigaot/status/450363860722384896"
"30/3/2014 21:50:28","","450359421898874880","","Avisad a Fernández-Armesto de que están echando Harry Potter, que al menos haga el truqui de ver la peli antes de volver a escribir del tema","twitter.com/Rocigaot/status/450359421898874880"
"29/3/2014 16:33:31","","449932373929779201","1","@julianhb_ @ComandanteVimes @abc_es pero que quede claro que normalmente los caballeros manchegos sí te rescatan del pozo después de follar.","twitter.com/Rocigaot/status/449932373929779201"
"29/3/2014 15:55:06","","449922702472925184","","-Oiga, es que yo al niño quería ponerle Manuel, como su difunto abuelo.
-Anda, calle, antidemócrata. Adolfosuárez, yo te bautizo...","twitter.com/Rocigaot/status/449922702472925184"
"29/3/2014 15:40:54","1","449919131991949312","1","Ojo, que creo que han inaugurado una pista de petanca en un pueblo de Albacete y NO le han puesto de nombre Adolfo Suárez.","twitter.com/Rocigaot/status/449919131991949312"
"29/3/2014 12:48:35","","449875763870068736","","¿Vosotros sois de los que a partir de mañana llevaréis el reloj del coche atrasado o de los que empezáis el medio año de llevarlo en hora?","twitter.com/Rocigaot/status/449875763870068736"
"29/3/2014 12:44:48","","449874811930832896","","He decidido que pa qué voy a leerme los libros que me entran en examen este cuatrimestre si puedo hacer el análisis a lo Fernández-Armesto.","twitter.com/Rocigaot/status/449874811930832896"
"29/3/2014 12:37:31","","449872980961918976","","@ComandanteVimes @Adroi_Bogui ya estáis hablando de Harry Potter, mataviejos? (Modo Armesto ON)","twitter.com/Rocigaot/status/449872980961918976"
"28/3/2014 23:07:40","","449669176236711937","","@Adroi_Bogui es mucho más eficiente que andar con administraciones y sistemas distintos para cada planeta, dónde va a parar...","twitter.com/Rocigaot/status/449669176236711937"
"28/3/2014 22:40:59","","449662460732391424","","@Adroi_Bogui Con Palpatine había más seguridad. Y mucho menos paro, que había trabajo de sobra construyendo la Estrella de la Muerte.","twitter.com/Rocigaot/status/449662460732391424"
"28/3/2014 22:29:53","","449659667929894912","","@medicblasto haz sushi de espinacas :P","twitter.com/Rocigaot/status/449659667929894912"
"28/3/2014 22:10:22","1","449654755187761154","","@El__Yayo Hay que ser voluntario de Cáritas para que te den Etapuntos o con hacer donaciones llega?Me faltan 10 para tener derecho a regalo.","twitter.com/Rocigaot/status/449654755187761154"
"28/3/2014 21:09:01","","449639317091393537","1","@medicblasto y aún menos mal que no dijo que tenian que leer a Kipling, como hizo Harold Bloom en su berrinche anti-Potter...","twitter.com/Rocigaot/status/449639317091393537"
"28/3/2014 16:12:55","1","449564801409482752","","@PotiPotiInLove @Marmota_Maligna 'líder en el sector de periódicos bimensuales de Alba de Tormes especializados en cosplay de Pokemon' Y así","twitter.com/Rocigaot/status/449564801409482752"
"28/3/2014 14:59:53","1","449546422132944897","","Pongo en mi bio 'políticamente incorrecto' porque 'procedo de generaciones de bodas entre primos hermanos' ocupa muchos caracteres.","twitter.com/Rocigaot/status/449546422132944897"
"28/3/2014 14:35:35","","449540307039055872","1","@ComandanteVimes @jacobodopico será para no coartar el espíritu emprendedor de los críos que quieran dedicarse a ello, hombre... :P","twitter.com/Rocigaot/status/449540307039055872"
"28/3/2014 14:29:53","","449538869315510272","","@VictorMPozuelo @Flamenca_Stone seguro que somos Europe-Low y no Europe-Shit?","twitter.com/Rocigaot/status/449538869315510272"
"28/3/2014 13:51:50","1","449529294105350144","","Facebook me recomienda la página de una revista de homeopatía. Es casi tan bueno como cuando me sugería aquel grupo de runners veganos.","twitter.com/Rocigaot/status/449529294105350144"
"28/3/2014 13:31:48","1","449524255043354624","1","@ipatolorente @kalevorroka ponte pesas en las piernas para tonificar que la ropa las esconde SI VISTES COMO UNA MUJER DECENTE @abcdesevilla","twitter.com/Rocigaot/status/449524255043354624"
"27/3/2014 23:50:39","","449317604784898048","","Entre lo de Cósima y el de A-cero metido a fashion blogger, me va a explotar el mamarrachómetro.","twitter.com/Rocigaot/status/449317604784898048"
"27/3/2014 23:47:04","","449316701759610880","","@estefaldina @mikelblasco nunca sugeriría tal cosa, que se caiga Orbyt si miento!","twitter.com/Rocigaot/status/449316701759610880"
"27/3/2014 23:41:44","","449315359221616641","","@estefaldina @mikelblasco al menos da empleo al encargado de censurar comentarios: ni una crítica ni un trolleo, oigan.","twitter.com/Rocigaot/status/449315359221616641"
"27/3/2014 22:31:58","","449297801974136832","","Lo peor del post de Cósima es que no explica un punto clave:¿su madre fue a la capilla ardiente...vestida de persona o con un diseño propio?","twitter.com/Rocigaot/status/449297801974136832"
"27/3/2014 22:11:00","","449292528060477440","","@alitecarlito Enjoy: http://www.elmundo.es/yodona/blogs/laviacosmica/ …","twitter.com/Rocigaot/status/449292528060477440"
"27/3/2014 22:08:15","2","449291836050644993","","Habría que hacer una lectura comentada en twitter de los posts del blog de Cósima, como la de 50 sombras de Grey. Serían las risas.","twitter.com/Rocigaot/status/449291836050644993"
"27/3/2014 22:05:20","","449291100986281984","","Cósima, la capilla ardiente de Suárez y un bot que genera adjetivos random en los textos, supongo. http://www.elmundo.es/yodona/blogs/laviacosmica/2014/03/25/en-el-velatorio-de-suarez.html …","twitter.com/Rocigaot/status/449291100986281984"
"27/3/2014 21:36:10","1","449283761218519040","","@dodavazquez con menos de diez matas a los padres, por cursis.","twitter.com/Rocigaot/status/449283761218519040"
"27/3/2014 20:14:17","1","449263152375820288","","@dodavazquez tampoco se lo reprocharía,llevar cosas de kitty pasados los diez años es para que te eutanasien.","twitter.com/Rocigaot/status/449263152375820288"
"27/3/2014 20:11:36","","449262478820909056","","@Hominidio e encima galego, eres unha célula itinerante de Resistencia Galega, seguro!","twitter.com/Rocigaot/status/449262478820909056"
"27/3/2014 20:03:54","","449260539865481216","","Si voy a una manifa con camiseta de hello kitty me descalifican por no llevar la equipación oficial de antisistema?","twitter.com/Rocigaot/status/449260539865481216"
"27/3/2014 16:03:47","","449200114100600833","","@Marmota_Maligna supongo que si papá conoce en algo a sus vástagos, el seguro será siempre a todo riesgo...","twitter.com/Rocigaot/status/449200114100600833"
"27/3/2014 15:59:54","","449199134760005632","","@Marmota_Maligna luego había dilemas tipo 'papá me ha prometido un coche por aprobar selectividad.¿Me recomendáis Mercedes o BMW?'","twitter.com/Rocigaot/status/449199134760005632"
"27/3/2014 15:53:19","","449197480018989056","","@Marmota_Maligna no me extraña, si aún recuerdo la perla y han pasado unos 10 años desde que cotilleábamos ese foro...","twitter.com/Rocigaot/status/449197480018989056"
"27/3/2014 15:49:26","1","449196500489629696","","@Marmota_Maligna 'los pobres no saben qué es trabajar.Yo sí lo sé,porque es lo que hizo Papá para que ahora tengamos de todo'. Verídico.","twitter.com/Rocigaot/status/449196500489629696"
"27/3/2014 15:44:17","","449195208350384128","","@Marmota_Maligna llegó un momento en que se corrió la voz y había más gente trolleando que pijos verídicos, así que acabó perdiendo gracia.","twitter.com/Rocigaot/status/449195208350384128"
"27/3/2014 15:38:47","1","449193822141304833","","@MariCalpi También mola. A ver cuándo las bloggers nos hacen sus propuestas de streetstyle para manifas.","twitter.com/Rocigaot/status/449193822141304833"
"27/3/2014 15:34:52","9","449192838103064577","3","A miña sudadeira con capucha de antisistema leva una cara de pingüín estampada porque son do comando cuqui de Resistencia Galega.","twitter.com/Rocigaot/status/449192838103064577"
"27/3/2014 15:31:22","","449191956942708736","","@Marmota_Maligna hace años descubrimos un foro de jóvenes de La Moraleja y todo eran comentarios de ese palo. Era una mina, aquello.","twitter.com/Rocigaot/status/449191956942708736"
"27/3/2014 15:28:19","","449191187296317440","","@Tabernita alguna (y alguno) habrá, que hay gente que está muy mal de lo suyo...","twitter.com/Rocigaot/status/449191187296317440"
"27/3/2014 15:22:15","","449189662578724864","","@Tabernita pena que al no ser de aquí no dejen presentarse a Justin como candidato por el Círculo Belieber de Podemos. Lo petaba.","twitter.com/Rocigaot/status/449189662578724864"
"27/3/2014 15:20:53","","449189319136522241","","Igual el telediario explica el estilismo antisistema para que los infiltrados de la UIP recuerden quitarse la pulserita de la bandera.","twitter.com/Rocigaot/status/449189319136522241"
