"date","fav","id","rt","text","url"
"30/4/2017 13:32:23","49","858645201937735680","30","A todo lo RT, añado que 'pues a mi amigo le gustaba una chica, insistió y ahora están juntos' no es necesariamente un final feliz.","twitter.com/Rocigaot/status/858645201937735680"
"29/4/2017 19:11:24","86","858368130879508482","52","No, si paráis a una desconocida por la calle no estáis ligando. Estáis siendo 'ese fulano raro, mejor no cabrearlo por si no está bien'.","twitter.com/Rocigaot/status/858368130879508482"
"30/4/2017 13:44:37","34","858648280632307712","28","Que muchos creéis que el maltrato empiezan en hostias, y suele empezar en'mira, mejor no voy a esa fiesta por no aguantarle luego de morros'","twitter.com/Rocigaot/status/858648280632307712"
"30/4/2017 21:10:03","","858760376581840896","","por condones quería decir tampones, en qué estaría pensando ","twitter.com/Rocigaot/status/858760376581840896"
"30/4/2017 21:09:39","","858760275582996483","","y lo de los condones ni idea, aunque a mí nunca me fueron muy cómodos. Curiosamente me apaño mejor con los que NO tienen aplicador.","twitter.com/Rocigaot/status/858760275582996483"
"30/4/2017 21:08:46","1","858760054350196736","","a ver si te contesta alguien que la tuviera sin usar mucho tiempo. Yo lo más que estuve sin ponerla es dos meses.","twitter.com/Rocigaot/status/858760054350196736"
"30/4/2017 21:07:59","","858759855552815105","","Entonces igual ahora te va bien. Si la guardaste desinfectada y en su bolsita y ahora la hierves de nuevo no creo que haya problema, pero(1)","twitter.com/Rocigaot/status/858759855552815105"
"30/4/2017 20:59:10","","858757637407731717","","Si has tenido parto vaginal igual necesitas una copa más grande que antes. Pero si antes te molestaba igual te iba grande y ahora te va bien","twitter.com/Rocigaot/status/858757637407731717"
"30/4/2017 20:58:05","","858757365260320768","","yo la copa la hiervo sin más y no me da problemas. Hay gente que usa las tabletas de esterilizar biberones, pero no he probado cómo van.","twitter.com/Rocigaot/status/858757365260320768"
"30/4/2017 16:16:50","","858686585763713024","","o el que se presenta siempre que quedáis solo las amigas 'para darle una sorpresa'.","twitter.com/Rocigaot/status/858686585763713024"
"30/4/2017 16:14:26","2","858685983159717889","","pero paella o arroz con cosas??","twitter.com/Rocigaot/status/858685983159717889"
"30/4/2017 15:30:48","2","858674999946862592","1","Ahí le has dao.","twitter.com/Rocigaot/status/858674999946862592"
"30/4/2017 13:47:20","17","858648965209874432","12","Y en no quedar con según qué gente o no ponerte según qué cosas por no oírle luego dos días machacando con lo mal que le parece.","twitter.com/Rocigaot/status/858648965209874432"
"30/4/2017 13:40:09","13","858647154050691072","14","Porque al 'te mando 10 mensajes para conseguir una cita' siguió el 'te llamo 8 veces cuando estás con tus amigas para que vuelvas pronto'.","twitter.com/Rocigaot/status/858647154050691072"
"30/4/2017 13:38:30","16","858646741524111360","7","Porque en mi entorno cercano he visto alguna relación que empezó así y creo que siguen. Creo, porque verlas a ellas es imposible.","twitter.com/Rocigaot/status/858646741524111360"
"29/4/2017 20:52:41","","858393618003963905","","Ay, no la vi, la buscaré!","twitter.com/Rocigaot/status/858393618003963905"
"29/4/2017 20:45:02","1","858391694487715841","","Me pasa lo mismo con el prota de Vikings y el que hace del hermano. No sé cómo se llaman pero lo mío es love del de verdad.","twitter.com/Rocigaot/status/858391694487715841"
"29/4/2017 20:44:04","1","858391449360093186","","yo sería una acosadora malísima porque no me sé el nombre de casi ningún actor al que me zumbaría.","twitter.com/Rocigaot/status/858391449360093186"
"29/4/2017 20:36:14","1","858389479547166727","","Uf, pronto empezamos!https://twitter.com/lavozdegalicia/status/858388829442641920 …Un incendio amenaza uno de los enclaves más valiosos de la sierra de O Courel
 http://www.lavozdegalicia.es/noticia/lemos/folgoso-do-courel/2017/04/29/incendio-quema-veinte-hectareas-sierra-courel/00031493489659052593484.htm?utm_source=twitter&utm_medium=referral&utm_campaign=twgen …","twitter.com/Rocigaot/status/858389479547166727"
"29/4/2017 20:09:12","","858382675622678529","","Esos abdominales están financiados por Soros!","twitter.com/Rocigaot/status/858382675622678529"
"29/4/2017 20:06:50","","858382080547463168","","ollo, que non digo que o fagan só os novos. Moita xente da miña edade tragouse de todo o discursiño de 'Impossible is nothing'","twitter.com/Rocigaot/status/858382080547463168"
"29/4/2017 19:48:01","1","858377344054112256","","Penso que é unha mezcla de machismo e pouca tolerancia á frustración. A idea esa tan mrwonderfuliana de 'si puedes soñarlo puedes hacerlo'.","twitter.com/Rocigaot/status/858377344054112256"
"29/4/2017 19:44:13","1","858376386507046912","","pero se é unha persoa anónima, podes irrumpir na súa vida só porque te pareceu atractiva físicamente e se non lle parece mal a borde é ela.","twitter.com/Rocigaot/status/858376386507046912"
"29/4/2017 19:43:31","1","858376210132463621","","É que ahí está, cun famoso todos entendemos que fantasear e forrar a carpeta é unha cousa e crer a túa fantasía e acosar a persoa é outra(1)","twitter.com/Rocigaot/status/858376210132463621"
"29/4/2017 19:41:34","7","858375720820768768","2","Si esto os suena a acosadora loca y en el momento en que no es un famoso sino una persona anónima lo veis romántico,mirad a ver.","twitter.com/Rocigaot/status/858375720820768768"
"29/4/2017 19:39:46","5","858375268251185152","3","Que el hecho de que sólo sepa de él que está bueno (ni recuerdo su nombre) no os haga dudar de que lo mío es una historia de amor épica, ojo","twitter.com/Rocigaot/status/858375268251185152"
"29/4/2017 19:38:39","4","858374985538252802","3","Que sí, que él igual ni sabe que existo, pero eso tiene fácil arreglo si le frío a cartas y los medios dan soporte a mi historia de amor.","twitter.com/Rocigaot/status/858374985538252802"
"29/4/2017 19:37:10","1","858374614845718528","","el personaje a ratos, pero al actor, si se dejase...","twitter.com/Rocigaot/status/858374614845718528"
"29/4/2017 19:36:37","5","858374475137634304","3","porque a ver, si yo creo que puedo hacerle feliz, qué menos que dejarme intentarlo, que seguro que el muy falso luego tiene novia o ligues.","twitter.com/Rocigaot/status/858374475137634304"
"29/4/2017 19:35:54","10","858374294602174465","6","Yo igual soy la mujer de la vida del que hace de Avery en Anatomía de Grey, así que sería muy desconsiderado de su parte no quedar conmigo.","twitter.com/Rocigaot/status/858374294602174465"
"29/4/2017 19:20:30","12","858370418419302401","","Sin ser yo de Tinder, creo que a muchos les joden las apps frente al ligoteo 'cara a cara' porque si ella no preaprueba no pueden incordiar.","twitter.com/Rocigaot/status/858370418419302401"
"29/4/2017 19:13:06","10","858368556391596036","5","'Es que mi prima segunda conoció a su novio porque se chocaron y le recogió los libros en plan peli yanki', Eso no me obliga a darte palique","twitter.com/Rocigaot/status/858368556391596036"
"29/4/2017 19:03:35","14","858366160856920065","9","'Cómo queréis que ligue si no, si es tímido'. Si siendo tímido dice que él es lo que ella necesita y va a la tv, qué haría si fuera lanzado","twitter.com/Rocigaot/status/858366160856920065"
"29/4/2017 19:00:55","6","858365492737830912","1","'Ahora parece que no se puede ni hablar a la gente por la calle'. Porque antes era súper normal pedirle a desconocidos que te dieran palique","twitter.com/Rocigaot/status/858365492737830912"
"29/4/2017 18:59:13","7","858365062549053441","2","'Hay gente para lo que todo es acoso y no se dan cuenta de que así se arriesgan a terminar solos'pic.twitter.com/Ik7bijN2bL","twitter.com/Rocigaot/status/858365062549053441"
"29/4/2017 18:48:22","17","858362334334644224","6","'Si fuera Brad Pitt la tía no se negaba' Si yo persigo a Brad Pitt porque creo que puedo hacerle feliz, acabo arrestada.","twitter.com/Rocigaot/status/858362334334644224"
"29/4/2017 18:41:03","3","858360493467193344","","'Si vas a casa de alguien y comenta noticias de los digitales en FB, no te lo folles'.","twitter.com/Rocigaot/status/858360493467193344"
"29/4/2017 18:40:29","19","858360351074783235","7","'Pasa del pobre chaval y luego seguro que tiene Tinder para follar'. Porque sólo puedes pasar de un tío si quieres ser monja carmelita.","twitter.com/Rocigaot/status/858360351074783235"
"29/4/2017 18:38:48","28","858359924778303492","6","Cuando lees comentarios en FB de lo de la chica del tranvía.pic.twitter.com/tm0JuQWSyI","twitter.com/Rocigaot/status/858359924778303492"
"29/4/2017 17:45:44","2","858346570823196672","5","#diainternacionaldeladanzapic.twitter.com/d5AOqC9SMx","twitter.com/Rocigaot/status/858346570823196672"
"29/4/2017 17:44:10","1","858346176638222336","","#diainternacionaldeladanzapic.twitter.com/IlwzaCp9v6","twitter.com/Rocigaot/status/858346176638222336"
"28/4/2017 14:08:33","12","857929528928292864","4","'Sí, tras dos discos de estudio el próximo será un unplugged grabado en mi última gira de conciervos'.pic.twitter.com/bKzVuBow6P","twitter.com/Rocigaot/status/857929528928292864"
"28/4/2017 14:05:22","4","857928727048708096","","Entenderé los unfollows. :P","twitter.com/Rocigaot/status/857928727048708096"
"28/4/2017 14:03:33","9","857928269898895361","","- Entonces, ¿cree que su predicción de la segunda vuelta de las elecciones francesas se cumplirá?
-Sí, lo sé a ciencia cierva.pic.twitter.com/VgIZrtb6IV","twitter.com/Rocigaot/status/857928269898895361"
"27/4/2017 15:05:16","2","857581413679464448","","Efectivamente! El día que están 'de Rodríguez' (sí, he oído a tíos nacidos en los 80-90 usar esa expresión) tienen que quemar cartuchos.","twitter.com/Rocigaot/status/857581413679464448"
"27/4/2017 15:04:11","3","857581138063351812","","Y como soy un tío sensible, en vez de romper le propongo a otras lo que mi novia no haría/lo que asumo que ese ángel no debería querer hacer","twitter.com/Rocigaot/status/857581138063351812"
"27/4/2017 15:02:08","5","857580622092656641","","De hecho, un clásico son los que te entran a lo bestia pero no pueden dejar a su novia porque 'es buenísima persona y la destrozaría'.","twitter.com/Rocigaot/status/857580622092656641"
"27/4/2017 14:56:54","7","857579308482793472","2","Creo que todos los tíos que he conocido que describían a su novia como 'buenísima persona' o 'ángel' le ponían una cornamenta king size.","twitter.com/Rocigaot/status/857579308482793472"
"27/4/2017 14:31:12","1","857572837535748096","1","Creen que con esos trucos caeremos porque nos ven como pavas románticomemas, y cuando no les funciona llega el berrinchito.","twitter.com/Rocigaot/status/857572837535748096"
